Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (USD),Weight,Qty owned,Wanted,Value new (USD),Value used (USD)
40347-1,Promotional,LEGOLAND,2019,LEGOLAND Driving School,4,209,,0.222,0,,22.44,12
40356-1,Promotional,LEGO House,2019,LEGO House Exclusive Minifigure 2019,1,7,,,0,,14.81,
40361-1,Disney,Frozen II,2019,Olaf's Traveling Sleigh,1,97,,,0,,14.94,
40362-1,Star Wars,Promotional,2019,Battle of Endor,,197,,,0,,46.45,44.05
40366-1,Promotional,LEGO House,2019,LEGO House Dinosaurs,,864,,,0,,125.48,94.94
40432-1,Miscellaneous,,2019,Rebuild the World minifigure,,6,,,0,,,
40433-1,DC Comics Super Heroes,Batman 1989,2019,1989 Batmobile - Limited Edition,,366,,,0,,134.14,104.39
40434-1,Creator,Seasonal,2019,Reindeer,,77,,0.038,0,,6.67,2.83
40435-1,Miscellaneous,,2019,Plants from Plants,,29,,,0,,7,
45809-1,Education,FIRST LEGO League,2019,City Shaper,1,2238,,,0,,193.03,179.06
45810-1,Education,FIRST LEGO League,2019,Boomtown Build,,738,,,0,,,
66073-1,Duplo,,2019,Super Pack 3-in-1,,,,,0,,,
66106-1,Duplo,,2019,Super Pack 2-in-1 ,,,,,0,,,
66130-1,Duplo,,2019,Super Pack 2-in-1 ,,,,,0,,,
66584-1,Creator,,2019,Bonus/Value pack,,218,,,0,,,
66587-1,City,Product Collection,2019,Bonus/Value pack,,125,,,0,,,
66593-1,BrickHeadz,Miscellaneous,2019,2-in-1 Value Pack: Star-Lord & Gamora,,249,,,0,,,
66615-1,City,Product Collection,2019,Super Pack 3-in-1,,,,,0,,,
66619-1,City,Product Collection,2019,Super Pack 3-in-1,,,,,0,,,
66620-1,Friends,Product Collection,2019,Super Pack 3-in-1,,,,,0,,,
71023-0,Collectable Minifigures,The LEGO Movie 2,2019,LEGO Minifigures - The LEGO Movie 2 Series {Random bag},,,3.99,,0,,,
71023-21,Collectable Minifigures,The LEGO Movie 2,2019,LEGO Minifigures - The LEGO Movie 2 Series - Complete,20,144,,,0,,,
71023-22,Collectable Minifigures,The LEGO Movie 2,2019,LEGO Minifigures - The LEGO Movie 2 Series - Sealed Box,,,3.99,,0,,,
71024-0,Collectable Minifigures,Disney Series 2,2019,LEGO Minifigures - Disney Series 2 {Random bag},,,,,0,,,
71024-19,Collectable Minifigures,Disney Series 2,2019,LEGO Minifigures - Disney Series 2 - Complete,18,111,,,0,,,
71024-20,Collectable Minifigures,Disney series 2,2019,LEGO Minifigures - Disney Series 2 - Sealed Box,,,3.99,,0,,,
71025-0,Collectable Minifigures,Series 19,2019,LEGO Minifigures - Series 19 {Random Bag},,,3.99,,0,,,
71025-18,Collectable Minifigures,Series 19,2019,LEGO Minifigures - Series 19 - Sealed Box,,,,,0,,,
75522-1,Star Wars,Promotional,2019,Mini Boost Droid Commander,3,62,,,0,,41.9,11.46
77901-1,Star Wars,Promotional,2019,Sith Trooper Bust,,484,,,0,,336.6,87.5
77902-1,Marvel Super Heroes,Captain Marvel,2019,Captain Marvel and the Asis,2,271,,,0,,759.71,
77903-1,DC Comics Super Heroes,Promotional,2019,The Dark Knight of Gotham City,1,427,,,0,,599.99,
80101-1,Seasonal,Chinese Traditional Festivals,2019,Chinese New Year's Eve Dinner,6,615,,,0,,188.86,171.74
80102-1,Seasonal,Chinese Traditional Festivals,2019,Dragon Dance,5,622,,,0,,165.77,143.64
81000-1,FORMA,,2019,Koi,,293,,,0,,201.17,150
81001-1,FORMA,,2019,Shark Skin,,31,,,0,,101.01,
81002-1,FORMA,,2019,Splash Koi Skin,,33,,,0,,80.32,
81003-1,FORMA,,2019,Ink Koi Skin,,33,,,0,,73.01,
111901-1,Ninjago,Magazine Gift,2019,Garmadon,1,4,,,0,,5.17,
111901-2,Ninjago,Magazine Gift,2019,Garmadon,1,4,,,0,,5.02,5.36
111902-1,Ninjago,Magazine Gift,2019,Wu,1,1,,,0,,3.72,4.07
111902-2,Ninjago,Magazine Gift,2019,Wu,1,1,,,0,,4.52,1.43
111903-1,Ninjago,Magazine Gift,2019,Kai vs. Wyplash,2,2,,,0,,4.49,3.26
111903-2,Ninjago,Magazine Gift,2019,Kai vs. Wyplash,2,2,,,0,,4.41,
111904-1,Ninjago,Magazine Gift,2019,Jay Vs. Lasha,2,4,,,0,,4.21,3.64
111904-2,Ninjago,Magazine Gift,2019,Jay vs. Lasha,2,4,,,0,,4.03,
121903-1,Jurassic World,Magazine Gift,2019,Baby Raptor,,33,,,0,,4.89,3.57
121904-1,Jurassic World,Magazine Gift,2019,Owen with Baby Raptor,1,3,,,0,,4.29,
211901-1,DC Comics Super Heroes,Magazine Gift,2019,Batman with Bat-a-Rang,1,2,,,0,,3.33,
211902-1,DC Comics Super Heroes,Magazine Gift,2019,Robin,1,3,,,0,,4.77,
211903-1,DC Comics Super Heroes,Magazine Gift,2019,Superman,1,5,,,0,,4.58,3.38
211904-1,DC Comics Super Heroes,Magazine Gift,2019,The Flash,1,6,,,0,,6.14,
211905-1,DC Comics Super Heroes,Magazine Gift,2019,Joker,1,5,,,0,,3.87,
211906-1,DC Comics Super Heroes,Magazine Gift,2019,Batman,1,2,,,0,,3.13,
471904-1,Friends,Magazine gift,2019,Show Jump,,34,,,0,,3.79,
471905-1,The LEGO Movie 2,Magazine Gift,2019,Emmet with Tools,1,5,,,0,,2.37,4.02
471906-1,The LEGO Movie 2,Magazine Gift,2019,Rex with Jetpack,1,,,,0,,3.25,
561901-1,Friends,Magazine gift,2019,Emma's Kitty Chico,,22,,,0,,2.77,
561902-1,Friends,Magazine gift,2019,Shop with Costumes,,30,,,0,,2.06,
561903-1,Friends,Magazine gift,2019,Sweet Baby,1,15,,,0,,4.48,
561904-1,Friends,Magazine gift,2019,Bear's Cave,,22,,,0,,1.95,
561905-1,Friends,Magazine gift,2019,Andrea's Booth with Waffles,,29,,,0,,1.99,
561906-1,Friends,Magazine gift,2019,Robot on paddleboard,1,18,,,0,,2.9,
561907-1,Friends,Magazine gift,2019,Ice Cream Parlour,,38,,,0,,2.6,
561908-1,Friends,Magazine gift,2019,Andrea's Stage,,21,,,0,,1.82,
561909-1,Friends,Magazine gift,2019,Stephanie's Puppy Dash,,20,,,0,,2.23,
561910-1,Friends,Magazine gift,2019,Halloween Store,,15,,,0,,3.46,
561911-1,Friends,Magazine gift,2019,Olivia's Bakery,,38,,,0,,2.61,3.21
791901-1,Hidden Side,Magazine Gift,2019,Jack,1,4,,,0,,2.65,
791902-1,Hidden Side,Magazine Gift,2019,Possessed Pizza Delivery Man,1,3,,,0,,3.06,2.26
791903-1,Hidden Side,Magazine Gift,2019,Parker,1,2,,,0,,2.67,
853867-1,Gear,Key Chains/The LEGO Movie 2,2019,Emmet Keyring,,,5.99,,0,,,
853868-1,Gear,Key Chains/The LEGO Movie 2,2019,Lucy Keyring,,,5.99,,0,,,
853869-1,Gear,Role-Play Toys,2019,Emmet's Construction Worker Vest,,,14.99,,0,,,
853870-1,Gear,Role-Play toys,2019,Batarang,,,7.99,,0,,,
853871-1,Gear,Role-Play toys,2019,Flail,,,9.99,,0,,,
853872-1,Gear,Role-Play toys,2019,Emmet Mask,,,9.99,,0,,,
853873-1,Gear,Role-Play toys,2019,Lucy Hair,,,4.99,,0,,,
853876-1,Gear,Housewares,2019,TLM2 Tumbler with Straw,,,7.99,,0,,,
853877-1,Gear,Housewares,2019,TLM2 Hydration Bottle,,,12.99,,0,,,
853878-1,Gear,Stationery,2019,TLM2 Notebook,,,12.99,,0,,,
853879-1,Gear,Plush,2019,Emmet Plush,,,24.99,,0,,,
853880-1,Gear,Plush,2019,Lucy Plush,,,24.99,,0,,,
853881-1,Gear,Bag Charms,2019,Friends Creative Bag Charms,,,6.99,,0,,,
853882-1,Gear,Key Chains/Friends,2019,Stephanie Key Chain,,,5.99,,0,,,
853883-1,Gear,Key Chains/Friends,2019,Olivia Key Chain,,,5.99,,0,,,
853886-1,Gear,Phone cases,2019,Friends Phone Cover,,,,,0,,,
853889-1,Gear,Housewares,2019,Friends Tumbler with Straw,,,7.99,,0,,,
853890-1,Gear,Housewares,2019,Cookie Cutters,,,9.99,,0,,,
853891-1,Gear,Housewares,2019,LEGO Friends Ceramic Mug,,,14.99,,0,,,
853892-1,Gear,Housewares,2019,LEGO Friends Hair Accessory Set,,,9.99,,0,,,
853893-1,Gear,Key Chains/Ninjago,2019,Jay Keyring,,,5.99,,0,,,
853894-1,Gear,Key Chains/Ninjago,2019,Nya Keyring,,,5.99,,0,,,
853900-1,Gear,Magnets/Bricks,2019,4 4x4 Magnets,,,7.99,,0,,,
853901-1,Gear,Housewares,2019,NINJAGO Tumbler with Straw,,,7.99,,0,,,
853902-1,Gear,Bag Charms,2019,Creative Bag Charm,,,6.99,,0,,,
853903-1,Gear,Key Chains/Miscellaneous,2019,Brick Suit Guy Key Chain,,,5.99,,0,,,
853904-1,Gear,Key Chains/Miscellaneous,2019,Cactus Boy Key Chain,,,5.99,,0,,,
853905-1,Gear,Key Chains/Miscellaneous,2019,Elephant Girl Key Chain,,,5.99,,0,,,
853908-1,Gear,Housewares,2019,Drinking cup,,,7.99,,0,,,
853910-1,Gear,Housewares,2019,LEGO® Minifigure Ceramic Mug,,,14.99,,0,,,
853911-1,Gear,Housewares,2019,LEGO Brick Ice Cube Tray,,,9.99,,0,,,
853912-1,Gear,Housewares,2019,Ice Lollipop Tray,,,9.99,,0,,,
853913-1,Gear,Housewares,2019,LEGO Key Hanger,,,9.99,,0,,,
853914-1,Gear,Magnets/Miscellaneous,2019,London Bus Magnet,,,9.99,,0,,,
853915-1,Gear,Magnets/Bricks,2019,4 4x4 Magnets,,,7.99,,0,,,
853917-1,Gear,Stationery,2019,Creative Stationery Set,,,16.99,,0,,,
853918-1,Gear,Key Chains/City,2019,City Firefighter Key Chain,,,5.99,,0,,,
853919-1,Gear,Role-play toys,2019,City Police Vest,,,14.99,,0,,,
853920-1,Gear,Housewares,2019,LEGO DUPLO Tableware,,,14.99,,0,,,
853946-1,Gear,Key Chains/Star Wars,2019,Stormtrooper Keyring,,,5.99,,0,,,
853947-1,Gear,Key Chains/Star Wars,2019,Luke Skywalker Key Chain,,,5.99,,0,,,
853948-1,Gear,Key Chains/Star Wars,2019,Princess Leia Key Chain,,,4.99,,0,,,
853949-1,Gear,Key Chains/Star Wars,2019,Kylo Ren Key Chain,,,5.99,,0,,,
853950-1,Gear,Key Chains/Marvel Super Heroes,2019,Spider Man Key Chain,,,5.99,,0,,,
853951-1,Gear,Key Chains/DC Comics Super Heroes,2019,Batman Key Chain,,,5.99,,0,,,
853952-1,Gear,Key Chains/DC Comics Super Heroes,2019,Superman Key Chain,,,5.99,,0,,,
853953-1,Gear,Key Chains/DC Comics Super Heroes,2019,Batwoman Key Chain,,,5.99,,0,,,
853954-1,Gear,Key Chains/Disney,2019,Ariel Keyring,,,5.99,,0,,,
853955-1,Gear,Key Chains/Disney,2019,Aurora Keyring,,,5.99,,0,,,
853956-1,Gear,Key Chains/Minecraft,2019,Creeper Key Chain,,,5.99,,0,,,
853960-1,Gear,Key Chains/Brick,2019,2x6 Key Chain,,,5.99,,0,,,
853963-1,Gear,Role-Play toys,2019,TLM2 Stop Sign Shield,,,,,0,,,
853968-1,Gear,Key Chains/Disney,2019,Frozen 2 Elsa Keyring,,,5.99,,0,,,
853969-1,Gear,Key Chains/Disney,2019,Frozen 2 Anna Keyring,,,5.99,,0,,,
853970-1,Gear,Key Chains/Disney,2019,Frozen 2 Olaf Keyring,,,5.99,,0,,,
854067-1,Miscellaneous,,2019,Minifigure Factory Box,,,,,0,,,
891945-1,Ninjago,Magazine Gift,2019,Young Wu,1,5,,,0,,3.12,2.62
891946-1,Ninjago,Magazine Gift,2019,Jay,1,3,,,0,,2.99,1.79
891947-1,Ninjago,Magazine Gift,2019,Heavy Metal,1,6,,,0,,2.3,2.38
891948-1,Ninjago,Magazine Gift,2019,Iron Baron,1,2,,,0,,3.06,1.76
891949-1,Ninjago,Magazine Gift,2019,Lloyd,1,5,,,0,,2.76,2.82
891950-1,Ninjago,Magazine Gift,2019,Daddy No Legs,1,2,,,0,,3.19,3.33
891951-1,Ninjago,Magazine Gift,2019,Nya,1,4,,,0,,2.89,1.74
891952-1,Ninjago,Magazine Gift,2019,Blizzard Samurai,1,5,,,0,,3.42,2.96
891953-1,Ninjago,Magazine Gift,2019,Cole,1,14,,,0,,2.91,2.85
891954-1,Ninjago,Magazine Gift,2019,Pyro Whipper,1,8,,,0,,3.14,1.97
891955-1,Ninjago,Magazine Gift,2019,Kai,1,6,,,0,,2.23,3.67
891956-1,Ninjago,Magazine Gift,2019,Blizzard Samurai,1,3,,,0,,4.4,2.89
891957-1,Ninjago,Magazine Gift,2019,Zane,1,8,,,0,,2.59,2.82
891958-1,Ninjago,Magazine Gift,2019,Jay,1,5,,,0,,2.9,2.56
911943-1,Star Wars,Magazine Gift,2019,Luke Skywalker,1,6,,,0,,4.58,
911944-1,Star Wars,Magazine Gift,2019,Resistance Bomber,,37,,,0,,2.53,3.18
911945-1,Star Wars,Magazine Gift,2019,Slave I,,31,,,0,,3.09,2.76
911946-1,Star Wars,Magazine Gift,2019,U-wing,,37,,,0,,3.28,3.41
911947-1,Star Wars,Magazine Gift,2019,IG-88,1,11,,,0,,4.22,
911948-1,Star Wars,Magazine Gift,2019,AT-M6,,52,,,0,,3.3,1.37
911949-1,Star Wars,Magazine Gift,2019,Millennium Falcon,,32,,,0,,3.19,2.85
911950-1,Star Wars,Magazine Gift,2019,B-wing,,52,,,0,,3.12,3.18
911951-1,Star Wars,Magazine Gift,2019,First Order Stormtrooper ,1,5,,,0,,5.01,
911952-1,Star Wars,Magazine Gift,2019,Jedi Interceptor,,30,,,0,,3.39,4.67
911953-1,Star Wars,Magazine Gift,2019,First Order SF TIE Fighter,,32,,,0,,2.8,
911954-1,Star Wars,Magazine Gift,2019,Kylo Ren's TIE Silencer,,33,,,0,,2.94,
951901-1,City,Magazine Gift,2019,Police Officer and Jet,1,22,,,0,,3.39,
951902-1,City,Magazine Gift,2019,Fireman,1,9,,,0,,4.88,3.23
951903-1,City,Magazine Gift,2019,Lawnmower,1,27,,,0,,4.64,4.26
951904-1,City,Magazine Gift,2019,Police Officer with Jetpack,1,10,,,0,,3.46,2.57
951905-1,City,Magazine Gift,2019,Gyrocopter,1,29,,,0,,2.68,
951906-1,City,Magazine Gift,2019,Diver,1,16,,,0,,2.93,2
951907-1,City,Magazine Gift,2019,Police Buggy,1,27,,,0,,2.6,
951908-1,City,Magazine Gift,2019,Astronaut,2,18,,,0,,3.66,3.24
951909-1,City,Magazine Gift,2019,Pizza Delivery Biker,1,10,,,0,,3.41,2.31
951910-1,City,Magazine Gift,2019,Traffic Cop,1,9,,,0,,3.59,
951911-1,City,Magazine Gift,2019,Space Buggy,1,17,,,0,,2.65,4.02
951912-1,City,Magazine Gift,2019,Lumberjack,1,13,,,0,,2.93,
2000455-1,Education,FIRST LEGO League Jr.,2019,FIRST LEGO League Jr.  promotional set,,18,,,0,,6.67,
2000456-1,Education,SPIKE Prime,2019,Spike Prime Marketing Kit,,150,,,0,,11.93,
3850072-1,Miscellaneous,Pick A Model,2019,Butterfly,,,,,0,,,
4000034-1,Miscellaneous,LEGO Inside Tour Exclusive,2019,LEGO System House,,,,,0,,3432.84,
4000036-1,Miscellaneous,LEGO Internal,2019,LEGO Play Day polybag,5,39,,,0,,42.27,12.13
4002019-1,Miscellaneous,Employee Gift,2019,Christmas X-wing,3,1038,,,0,,563.98,445.67
5005471-1,Gear,Watches/Clocks,2019,Yoda Minifigure Link Watch,,,24.99,,0,,,
5005542-1,Gear,Bags,2019,2x4 Red Luggage Tag,,,4.99,,0,,,
5005543-1,Gear,Bags,2019,2x4 Blue Luggage Tag,,,4.99,,0,,,
5005578-1,Gear,Stationery,2019,LEGO Pencils 6 pack,,,,,0,,,
5005584-1,Books,,2019,Building a Dream - The Story of the LEGO House,,,,,0,,,
5005614-1,Gear,Watches/Clocks,2019,Emma Buildable Watch,,,24.99,,0,,,
5005618-1,Gear,Bags,2019,Boy Luggage Tag,,,5.99,,0,,,
5005630-1,Gear,Storage,2019,Storage Bag,,,24.99,,0,,,
5005698-1,Gear,Watches/Clocks,2019,Emmet Alarm Clock,,,29.99,,0,,,
5005699-1,Gear,Watches/Clocks,2019,Wyldstyle Alarm Clock,,,29.99,,0,,,
5005700-1,Gear,Watches/Clocks,2019,Emmet Minifigure Link Watch,,,24.99,,0,,,
5005701-1,Gear,Watches/Clocks,2019,Unikitty Buildable Watch with Figure Link,,,24.99,,0,,,
5005703-1,Gear,Watches/Clocks,2019,Wyldstyle Minifigure Link Watch,,,24.99,,0,,,
5005705-1,Gear,Lights,2019,Hot Dog Guy Key Light,,,12.99,,0,,,
5005706-1,Gear,Lights,2019,Banana Guy Key Light,,,12.99,,0,,,
5005733-1,Gear,Housewares,2019,Batman Luggage Tag,,,5.99,,0,,,
5005734-1,Gear,Housewares,2019,Emmet Luggage Tag,,,5.99,,0,,,
5005735-1,Gear,Housewares,2019,Sweet Mayhem Luggage Tag,,,5.99,,0,,,
5005736-1,Gear,Housewares,2019,Unikitty Luggage Tag,,,5.99,,0,,,
5005737-1,Gear,Lights,2019,Unikitty Night Light,,,34.99,,0,,,
5005738-1,The LEGO Movie 2,,2019,Sticker roll,,,3.99,,0,,,
5005739-1,Gear,Lights,2019,Batman Key Light,,,,,0,,,
5005740-1,Gear,Lights,2019,Emmet Key Light,,,,,0,,,
5005741-1,Gear,Lights,2019,Unikitty Key Light,,,,,0,,,
5005761-1,Gear,Lights,2019,Boy NiteLite,,,24.99,,0,,,
5005762-1,Gear,Lights,2019,Girl NiteLite,,,24.99,,0,,,
5005763-1,Gear,Lights,2019,Unikitty Torch,,,19.99,,0,,,
5005765-1,Gear,Miscellaneous,2019,Bag Tag,,,4.99,,0,,,
5005770-1,Gear,Housewares,2019,Lunch Set Iconic Girl,,,11.99,,0,,,
5005775-1,Gear,Trading Cards,2019,The LEGO Movie 2 Awesome Trading Cards,,,,,0,,,
5005777-1,Gear,Trading Cards,2019,The LEGO Movie 2 Awesome Collector Album,,,,,0,,,
5005813-1,Gear,Bags,2019,Holographic Brick Backpack,,,80,,0,,,
5005818-1,Gear,Miscellaneous,2019,Boba Fett Bag Tag,,,5.99,,0,,,
5005819-1,Gear,Miscellaneous,2019,Darth Vader Bag Tag,,,5.99,,0,,,
5005820-1,Gear,Miscellaneous,2019,R2 D2 Bag Tag,,,5.99,,0,,,
5005821-1,Gear,Miscellaneous,2019,Yoda Bag Tag,,,5.99,,0,,,
5005822-1,Gear,Key Chains,2019,Ford Mustang / LEGO Key Chain,,,,,0,,,
5005823-1,Gear,Watches/Clocks,2019,20th Anniversary Darth Vader Brick Clock,,,29.99,,0,,,
5005824-1,Gear,Watches/Clocks,2019,20th Anniversary Darth Vader Link Watch,,,24.99,,0,,,
5005825-1,Gear,Miscellaneous,2019,Stormtrooper Bag Tag,,,5.99,,0,,,
5005834-1,Gear,Clip,2019,Emmet Clip,,,5.99,,0,,,
5005836-1,Gear,Clip,2019,Unikitty Clip,,,5.99,,0,,,
5005838-1,Gear,Stationery,2019,LEGO Star Wars Notebook with Gel Pen,,,,,0,,,
5005842-1,Gear,Clip,2019,Sweet Mayhem Clip,,,5.99,,0,,,
5005843-1,Gear,Clip,2019,Benny Clip,,,5.99,,0,,,
5005844-1,Gear,Plush,2019,Emmet Minifigure Plush,,,19.99,,0,,,
5005846-1,Gear,Plush,2019,Unikitty Plush,,,19.99,,0,,,
5005876-1,Gear,Posters,2019,Captain Marvel Black & White Art Print,,,,,0,,,
5005877-1,Gear,Posters,2019,Captain Marvel Art Print,,,,,0,,,
5005881-1,Gear,Posters,2019, Avengers: Endgame art print,,,,,0,,,
5005882-1,Gear,Posters,2019,Avengers: Endgame Black & White Art Print,,,,,0,,,
5005883-1,Gear,Posters,2019,Spider-Man: Far From Home Art Print,,,,,0,,,
5005884-1,Gear,Posters,2019,Spider-Man: Far From Home Black & White Art Print,,,,,0,,,
5005885-1,Gear,Digital Media,2019,THE LEGO MOVIE 2: The Second Part (Blu-ray + DVD),,,39.99,,0,,,
5005887-1,Gear,Posters,2019,20th Anniversary Star Wars Poster,,,,,0,,,
5005888-1,Gear,Posters,2019,Star Wars 20th anniversary art print,,,,,0,,,
5005900-1,Gear,Stationery,2019,Minifigure Notebook,,,,,0,,,
5005901-1,Gear,Bags,2019,Lloyd Luggage Tag,,,,,0,,,
5005902-1,Gear,Stationery,2019,Mechanical Pencil,,,,,0,,,
5005903-1,Gear,Bags,2019,2x4 Brick Luggage Tag,,,,,0,,,
5005906-1,Gear,Housewares,2019,"Red, Bright Blue and Yellow Wall Hanger Set",,,,,0,,,
5005907-1,Gear,Clothing,2019,NASA Apollo 11 Lunar Lander Patch,,,,,0,,,
5005910-1,Gear,Bags,2019,Reversible Canvas Tote Bag ,,,,,0,,,
5005918-1,Gear,Bags,2019,Minifigure Belight Backpack,,,,,0,,,
5005919-1,Gear,Bags,2019,Friends Belight Backpack,,,,,0,,,
5005920-1,Gear,Bags,2019,NINJAGO Belight Backpack,,,,,0,,,
5005921-1,Gear,Stationery,2019,NINJAGO Pencil Roll,,,,,0,,,
5005922-1,Gear,Stationery,2019,Friends Pencil Roll,,,,,0,,,
5005923-1,Gear,Stationery,2019,Minifigure Pencil Roll,,,,,0,,,
5005924-1,Gear,Bags,2019,Teen Minifigure Backpack,,,,,0,,,
5005926-1,Gear,Bags,2019,Minifigure Drawstring Bag,,,,,0,,,
5005927-1,Gear,Bags,2019,Kindergarten Backpack,,,,,0,,,
5005928-1,Gear,Housewares,2019,Minifigure Lunch Box,,,,,0,,,
5005929-1,Gear,Housewares,2019,NINJAGO Lunch Box,,,,,0,,,
5005933-1,Gear,Stationery,2019,Stranger Things Notebook,,,,,0,,,
5005956-1,Gear,Posters,2019,Stranger Things Poster,,,,,0,,,
5005969-1,Gear,Stationery,2019,Back to School Pack,,,,0.136,0,,,
5005996-1,Gear,Posters,2019,Belgian Patent for LEGO Elements 1958,,,,,0,,,
5005997-1,Gear,Posters,2019,"1st Edition Elephant Water Colour Print, Circa 1937",,,,,0,,,
5005999-1,Gear,Posters,2019,"1st Edition of Wooden Duck Print, 1958",,,,,0,,,
5006003-1,Gear,Posters,2019,Australian Patent LEGO Minifigure 1977,,,,,0,,,
5006007-1,Gear,Posters,2019,Japanese Patent LEGO Duplo Brick 1968 Art Print,,,,,0,,,
5006008-1,Gear,Stationery,2019,VIP Gifting Set,,,,,0,,,
5006016-1,Gear,Housewares,2019,Picnic Blanket,,,,,0,,,
5006017-1,Gear,Housewares,2019,LEGO Lunch Box,,,,0.274,0,,,
5006027-1,Gear,Role-play toys,2019,LEGO Batman Deluxe Costume,,,,,0,,,
5006030-1,Gear,Miscellaneous,2019,Santa Bag Tag,,,5.99,,0,,,
5006031-1,Gear,Housewares,2019,Holiday Bag Tag R2 D2,,,5.99,,0,,,
5006032-1,Gear,Housewares,2019,Holiday Bag Tag Chewbacca,,,5.99,,0,,,
5006033-1,Gear,Housewares,2019,Holiday Bag Tag Darth Vader,,,5.99,,0,,,
5006034-1,Gear,Housewares,2019,Holiday Bag Tag Yoda,,,5.99,,0,,,
5006065-1,Promotional,Minifigure,2019,Brick Friday 2019 minifigure,1,,,,0,,43.75,32.37
5006066-1,Promotional,LEGO brand stores,2019,Brick Friday 2019 brick,,,,,0,,16.98,
5006086-1,Gear,Bags,2019,LEGO Masters Shopping Bag,,,,,0,,,
6244853-1,Promotional,LEGO brand stores,2019,Lion Dance,,,,,0,,59.04,
6307985-1,Promotional,Toys R Us,2019,Spring,,125,,,0,,43.2,14.24
6307986-1,Promotional,Toys R Us,2019,Summer,,103,,,0,,49.15,14.24
6307987-1,Promotional,Toys R Us,2019,Autumn,,126,,,0,,37.51,14.24
6307988-1,Promotional,Toys R Us,2019,Winter,,113,,,0,,48.33,14.24
6311307-1,Promotional,Toys R Us,2019,Reindeer ornament,,,,,0,,5.97,
6311310-1,Promotional,Toys R Us,2019,Snowman ornament,,,,,0,,5.68,
6311314-1,Promotional,Toys R Us,2019,Santa ornament,,,,,0,,5.51,
6311315-1,Promotional,Toys R Us,2019,Christmas tree ornament,,,,,0,,5.96,
6313092-1,Promotional,LEGO brand stores,2019,Surfer Van,1,62,,,0,,9.78,
6313287-1,Promotional,Gift with Purchase,2019,Buildable 2x4 Red Brick,,72,,,0,,25.42,20
6313291-1,Promotional,Gift with Purchase,2019,Buildable 2x4 Red Brick,,72,,,0,,28.57,24.5
6315023-1,Promotional,LEGO Brand Store Opening Set,2019,Windmill,,127,,,0,,220.61,
6315025-1,BrickHeadz,Promotional,2019,Amsterdam BrickHeadz,,,,,0,,433.6,
6382975-1,Star Wars,Promotional,2019,Tantive IV,,56,,,0,,,
100STORESNA-1,Promotional,LEGO brand stores,2019,100 Stores minifigure,1,1,,,0,,44.82,
ARENDELLE-1,Disney,Frozen II,2019,Arendelle Castle,,,,,0,,,
BEIJING-1,Promotional,LEGO Brand Store Opening Set,2019,Minifigure box,,,,,0,,88.75,
BEIJING-2,BrickHeadz,Promotional,2019,Beijing Brickheadz,,,,,0,,107.07,
BL19003-1,Bricklink,AFOL Designer Program,2019,Skyline Express,,1365,,,0,,282.76,200
BLOCKS052-1,Books,Magazines/Blocks,2019,Blocks magazine issue 52,,,,,0,,,
BLOCKS053-1,Books,Magazines/Blocks,2019,Blocks magazine issue 53,,,,,0,,,
BLOCKS054-1,Books,Magazines/Blocks,2019,Blocks magazine issue 54,,,,,0,,,
BLOCKS055-1,Books,Magazines/Blocks,2019,Blocks magazine issue 55,,,,,0,,,
BLOCKS056-1,Books,Magazines/Blocks,2019,Blocks magazine issue 56,,,,,0,,,
BLOCKS057-1,Books,Magazines/Blocks,2019,Blocks magazine issue 57,,,,,0,,,
BLOCKS058-1,Books,Magazines/Blocks,2019,Blocks magazine issue 58,,,,,0,,,
BLOCKS059-1,Books,Magazines/Blocks,2019,Blocks magazine issue 59,,,,,0,,,
BLOCKS060-1,Books,Magazines/Blocks,2019,Blocks magazine issue 60,,,,,0,,,
BLOCKS061-1,Books,Magazines/Blocks,2019,Blocks magazine issue 61,,,,,0,,,
BLOCKS062-1,Books,Magazines/Blocks,2019,Blocks magazine issue 62,,,,,0,,,
BLOCKS063-1,Books,Magazines/Blocks,2019,Blocks magazine issue 63,,,,,0,,,
BRICKFANATICS003-1,Books,Magazines/Brick Fanatics,2019,Brick Fanatics magazine issue 3,,,,,0,,,
BRICKFANATICS004-1,Books,Magazines/Brick Fanatics,2019,Brick Fanatics magazine issue 4,,,,,0,,,
BRICKFANATICS005-1,Books,Magazines/Brick Fanatics,2019,Brick Fanatics magazine issue 5,,,,,0,,,
BRICKFANATICS006-1,Books,Magazines/Brick Fanatics,2019,Brick Fanatics magazine issue 6,,,,,0,,,
BRICKFANATICS007-1,Books,Magazines/Brick Fanatics,2019,Brick Fanatics magazine issue 7,,,,,0,,,
BRICKFANATICS008-1,Books,Magazines/Brick Fanatics,2019,Brick Fanatics magazine issue 8,,,,,0,,,
BRICKFANATICS009-1,Books,Magazines/Brick Fanatics,2019,Brick Fanatics magazine issue 9,,,,,0,,,
BRICKFANATICS010-1,Books,Magazines/Brick Fanatics,2019,Brick Fanatics magazine issue 10,,,,,0,,,
BRICKFANATICS011-1,Books,Magazines/Brick Fanatics,2019,Brick Fanatics magazine issue 11,,,,,0,,,
BRICKFANATICS012-1,Books,Magazines/Brick Fanatics,2019,Brick Fanatics magazine issue 12,,,,,0,,,
BRICKJOURNAL055-1,Books,Magazines/BrickJournal,2019,BrickJournal Issue 55,,,8.95,,0,,,
